Frequency,Non vocalized Syriac,Vocalized Syriac,SedraID,absolute_frequency,Grammatical Category,long_definition,English,category
2642,ܣܝܟ,ܣܳܟ,2090,344,Verb,"ܣܳܟ fut. ܢܣܽܘܟ, Ia to end; IIa ܣܰܝܶܟ to conclude, bring to an end; to contain, comprise; to define; IIp.",to end,
2643,ܪܥܠ,ܪܥܶܠ,3054,343,Verb,"ܪܥܶܠ fut. ܢܶܪܥܰܠ, Ia to quiver, to oscillate; to be shaken; IIIa.","to quiver, to oscillate",
2644,ܪܚܝܩܘܬܐ,ܪܰܚܺܝܩܽܘܬܳܐ,8930,343,NounAdj,"ܪܰܚܺܝܩܽܘܬܳܐ distance, remoteness, separation.","distance, remoteness",
2645,ܡܬܒܣܪܢܘܬܐ,ܡܶܬܒܰܣܪܳܢܽܘܬܳܐ,12945,343,NounAdj,ܡܶܬܒܰܣܪܳܢܽܘܬܳܐ incarnation.,incarnation,
2646,ܣܩܘܒܠܐܝܬ,ܣܰܩܽܘܒܠܳܐܺܝܬ,5244,342,Adverb_ܐܝܬ,"ܣܰܩܽܘܒܠܳܐܺܝܬ adversely, in opposition.","adversely, in opposition",
2647,ܓܡܘܪܐ,ܓܳܡܽܘܪܳܐ,587,342,NounAdj,"ܓܳܡܽܘܪܳܐ accomplishing, perfecting, efficient.","accomplishing, perfecting",
2648,ܡܩܝܡܢܐ,ܡܩܰܝܡܳܢܳܐ,6479,342,NounAdj,"ܡܩܰܝܡܳܢܳܐ constituent; upholder, supporter; establisher.",constituent; upholder,
2649,ܝܪܩܐ,ܝܰܪܩܳܐ,1427,341,NounAdj,"ܝܰܪܩܳܐ vegetable, herb.","vegetable, herb",
2650,ܚܘܛܐ,ܚܽܘܛܳܐ,980,341,NounAdj,Arab. خط Kth. line as in ܚܽܘܛܒܰܪܩܳܐ a telegram (line).,line,
2651,ܡܬܡܨܝܢܘܬܐ,ܡܶܬܡܰܨܝܳܢܽܘܬܳܐ,7010,341,NounAdj,"ܡܶܬܡܰܨܝܳܢܽܘܬܳܐ possibility, potentiality; power, authority.","possibility, potentiality",
2652,ܕܘܘܢܐ,ܕܽܘܘܳܢܳܐ,661,341,NounAdj,"ܕܽܘܘܳܢܳܐ misery, wretchedness.","misery, wretchedness",
2653,ܠܗܓܐ,ܠܰܗܓܳܐ,1631,341,NounAdj,"ܠܰܗܓܳܐ vapor, steam, exhalation.","vapor, steam",
2654,ܡܕܢܚܝ,ܡܰܕܢܳܚ̈ܶܐ,14188,340,NounAdj,ܡܰܕܢܳܚ̈ܶܐ sunrise.,sunrise,
2655,ܛܘܫܝܐ,ܛܽܘܫܝܳܐ,1285,340,NounAdj,"ܛܽܘܫܝܳܐ hiding, lurking, concealment.","hiding, lurking",
2656,ܛܘܡܣܐ,ܛܽܘܡܣܳܐ,8858,340,NounAdj,"ܛܽܘܡܣܳܐ volume, tome.","volume, tome",
2657,ܡܓܕܦܢܐ,ܡܓܰܕܦܳܢܳܐ,521,340,NounAdj,"ܡܓܰܕܦܳܢܳܐ blasphemer, blasphemous.","blasphemer, blasphemous",
2658,ܥܘܒܝܢܐ,ܥܽܘܒܝܳܢܳܐ,10776,340,NounAdj,"ܥܽܘܒܝܳܢܳܐ swelling, tumor; thick darkness.","swelling, tumor",
2659,ܚܛܘܦܝܐ,ܚܛܽܘܦܝܳܐ,1015,339.2,NounAdj,"ܚܛܽܘܦܝܳܐ seizure by force, snatching; rape; spoil.",snatching; rape,
2660,ܚܛܘܦܐ,ܚܳܛܽܘܦܳܐ,1014,339,NounAdj,"ܚܳܛܽܘܦܳܐ rapacious, ravenous.","rapacious, ravenous",
2661,ܦܬܟܪܘܬܐ,ܦܬܰܟܪܽܘܬܳܐ,10176,339,NounAdj,ܦܬܰܟܪܽܘܬܳܐ idolatry.,idolatry,
2662,ܚܡܐ,ܚܡܳܐ,1063,338.8,NounAdj,ܚܡܳܐ 3 (pl. ܚ̈ܡܳܗܶܐ) father-in-law.,father-in-law,
2663,ܡܗܕܝܢܐ,ܡܗܰܕܝܳܢܳܐ,9125,338,NounAdj,"ܡܗܰܕܝܳܢܳܐ leader, guide.","leader, guide",
2664,ܟܒܪܝܬܐ,ܟܶܒܪܺܝܬܳܐ,1465,338,NounAdj,"ܟܶܒܪܺܝܬܳܐ sulphur, brimstone; Kth. matches.","sulphur, brimstone",
2665,ܕܝܬܝܩܝܐ,ܕܺܝܰܬܺܝܩܳܝܳܐ,5623,338,NounAdj,ܕܺܝܰܬܺܝܩܳܝܳܐ belonging to the (two) Testaments.,belonging to the (two) Testaments,
2666,ܦܪܘܡܝܘܢ,ܦܪܽܘܡܺܝܳܘܢ,13515,338,NounAdj,"ܦܪܽܘܡܺܝܳܘܢ preface, introduction; Lit. introductory prayer before a sedro in a ḥusoyo.",preface; Lit. introductory prayer,Religion
2667,ܬܘܢܝܐ,ܬܽܘܢܳܝܳܐ,13667,338,NounAdj,"ܬܽܘܢܳܝܳܐ tale, story, narration; narrative.",tale; narrative,
2668,ܬܪܢܓܠܐ,ܬܰܪܢܳܓܠܳܐ,3444,338,NounAdj,"ܬܰܪܢܳܓܠܳܐ, ܬܰܪܢܳܓܽܘܠܬܳܐ cock, hen.","cock, hen",
2669,ܡܘܝܩܐ,ܡܽܘܝܳܩܳܐ,6319,337,NounAdj,"ܡܽܘܝܳܩܳܐ derision, mocking.","derision, mocking",
2670,ܡܪܗܛܐ,ܡܰܪܗܳܛܳܐ,13262,337,NounAdj,"ܡܰܪܗܳܛܳܐ resources, riches; endeavor.","resources, riches; endeavor",
2671,ܥܪܢܐ,ܥܰܪܢܳܐ,5213,337,NounAdj,ܥܰܪܢܳܐ harsh; inept.,harsh; inept,
2672,ܫܦܝܪܘ,ܫܰܦܺܝܪ,5424,337,NounAdj,"ܫܰܦܺܝܪ good, well, properly.","good, properly",
2673,ܣܘܚ,ܣܘܰܚ,2089,336,Verb,"ܣܘܰܚ fut. ܢܶܣܘܰܚ, Ia to desire earnestly; IIa to long for; = IIp.",to desire earnestly,Emotions
2674,ܟܐܬܐ,ܟܳܐܬܳܐ,1452,336,NounAdj,"ܟܳܐܬܳܐ reproof, censure.","reproof, censure",
2675,ܬܘܬܒܐ,ܬܰܘܬܳܒܳܐ,1438,336,NounAdj,"ܬܰܘܬܳܒܳܐ foreigner, settler, lodger.","foreigner, settler, lodger",
2676,ܡܘܢ,ܡܽܘܢ,7417,335,Pronoun,"ܡܽܘܢ (= ܡܳܢ) what?, why?","what?, why?",
2677,ܟܪܢܝܐ,ܕܶܟܪܳܢܳܝܳܐ,9917,335,NounAdj,ܕܶܟܪܳܢܳܝܳܐ Gram. masculine.,Gram. masculine,
2678,ܒܩܐ,ܒܳܩܳܐ,448,334.05,NounAdj,"ܒܳܩܳܐ gnat, mosquito.","gnat, mosquito",
2679,ܚܘܕܐܝܬ,ܠܚܽܘܕܳܐܺܝܬ,7912,334,Adverb_ܐܝܬ,"ܠܚܽܘܕܳܐܺܝܬ apart, by oneself, separately, alone, singly.","apart, by oneself",
2680,ܫܡܪ,ܫܰܡܰܪ,15110,334,Verb,"ܫܰܡܰܪ IIa to discharge, let go; to send forth, dispatch; to dismiss; IIp to be dismissed, discharged, let go; Gram. to occur.","to discharge, let go",Movement
2681,ܡܟܝܟܐܝܬ,ܡܰܟܺܝܟܳܐܺܝܬ,7499,334,Adverb_ܐܝܬ,ܡܰܟܺܝܟܳܐܺܝܬ humbly; meekly.,humbly; meekly,
2682,ܡܥܒܕܢܐ,ܡܰܥܒܕܳܢܳܐ,2219,334,NounAdj,"ܡܰܥܒܕܳܢܳܐ causing, effecting, efficient; Gram. active.","causing, efficient",
2683,ܚܒܨܐ,ܚܒܳܨܳܐ,9638,333.6,NounAdj,ܚܒܳܨܳܐ throng; pressure; Gram. the vowel i.,throng; pressure; Gram. the vowel i,
2684,ܙܩܐ,ܙܶܩܳܐ,907,333,NounAdj,"ܙܶܩܳܐ f. wineskin, leather bottle.","wineskin, leather bottle",Materials
2685,ܚܘܝܕܐ,ܚܽܘܝܳܕܳܐ,6030,333,NounAdj,"ܚܽܘܝܳܕܳܐ union, unity, junction, uniting.","union, unity",
2686,ܬܘܪܬܐ,ܬܰܘܪܬܳܐ,6622,333,NounAdj,ܬܰܘܪܬܳܐ cow.,cow,Animals
2687,ܐܢܦܘܪܐ,ܐܰܢܰܦܽܘܪܰܐ,13553,333,NounAdj,"ܐܰܢܰܦܽܘܪܰܐ, ܐܰܢܢܰܐܦܽܘܪܰܐ anaphora; liturgical veil; (official) report; rising of a constellation.",anaphora; liturgical veil,Clothing
2688,ܟܝܣܐ,ܟܺܝܣܳܐ,1515,333,NounAdj,"ܟܺܝܣܳܐ purse, bag.","purse, bag",
2689,ܨܕ,ܨܰܕ,2661,332.5,Verb,"ܨܰܕ fut. ܢܶܨܰܕ, Ia, IIIa ܐܰܨܶܕ to fix the eye, gaze intently; to esteem.","to fix the eye, gaze intently",
2690,ܪܟܝܢܐ,ܪܰܟܺܝܢܳܐ,7343,332,NounAdj,ܪܰܟܺܝܢܳܐ inclined.,inclined,
2691,ܣܘܐ,ܣܘܳܐ,15384,332,Verb,"ܣܘܳܐ fut. ܢܶܣܘܶܐ, Ia to long, yearn, desire; = Ip; IIIa to fill with longing.","to long, yearn",
2692,ܓܠܐ,ܓܰܠܳܐ,562,331.74,NounAdj,ܓܰܠܳܐ cloak. ,cloak,Clothing
2693,ܢܘܩܙܐ,ܢܽܘܩܙܳܐ,6321,331,NounAdj,ܢܽܘܩܙܳܐ point; Gram. vowel or diacritical point.,point; Gram. vowel,
2694,ܟܡܢ,ܟܡܶܢ,1541,331,Verb,"ܟܡܶܢ fut. ܢܶܟܡܰܢ, Ia to lie in wait, lurk, ambush; Ip; IIa to devise plots; IIIa to set an ambush.","to lie in wait, lurk",
2695,ܡܬܗܝܡܢܐ,ܡܶܬܗܰܝܡܢܳܐ,12800,331,NounAdj,"ܡܶܬܗܰܝܡܢܳܐ, ‍ܢܳܢܳܐ- credible, believable.","credible, believable",
2696,ܣܓ,ܣܰܓܺܝܢܳܝܳܐ,7652,330.85,NounAdj,ܣܰܓܺܝܢܳܝܳܐ Gram. plural.,Gram. plural,
2697,ܡܟܬܒܙܒܢܐ,ܡܰܟܬܰܒܙܰܒ̈ܢܶܐ,11909,330,NounAdj,ܡܰܟܬܰܒܙܰܒ̈ܢܶܐ history.,history,
2698,ܫܥܝܐ,ܫܶܥܝܳܐ,3283,330,NounAdj,"ܫܶܥܝܳܐ game, play; nonsense; mockery.",game; mockery,
2699,ܬܪܐ,ܬܪܳܐ,15863,329.85,Verb,"ܬܪܳܐ, ܬܪܺܝ fut. ܢܶܬܪܶܐ, Ia to be damp; Ip to become soaked; IIIa to soak. ",to be damp,
2700,ܥܩܒܬܐ,ܥܶܩܒܬܳܐ,14355,329,NounAdj,"ܥܶܩܒܬܳܐ trace, vestige; termination.","trace, vestige",
2701,ܨܒܥ,ܨܒܰܥ,2656,329,Verb,"ܨܒܰܥ fut. ܢܶܨܒܽܘܥ, Ia to dip, submerge, dye; Ip to be moistened; to be dyed; IIa; IIp.","to dip, submerge, dye",
2702,ܡܦܣܐ,ܡܦܳܣܽܘܬܳܐ,14546,328.5,NounAdj,"ܡܦܳܣܽܘܬܳܐ knowledge, acquaintance; + ܠܳܐ ignorance.","knowledge, acquaintance",
2703,ܦܪܥܐ,ܦܶܪܥܳܐ,14507,328.4,NounAdj,ܦܶܪܥܳܐ 2 vengeance.,vengeance,
2704,ܫܛܐ,ܫܛܳܐ,3175,328,Verb,"ܫܛܳܐ fut. ܢܶܫܛܶܐ, Ia to be crazy; to misbehave; to be infatuated; Ip to act foolishly; IIp to feign madness; to misbehave; IIIa to infatuate; to accuse of folly; to despise; to make crazy.",to be crazy,
2705,ܥܪܒ,ܥܪܰܒ,2405,327,Verb,"ܥܪܰܒ, ܥܪܶܒ 2 fut. ܢܶܥܪܽܘܒ, Ia to be a surety, to pledge oneself; to sponsor (at baptism); to sift; to mingle; Ip to stand surety; to be sifted, mingled; IIa to mingle, mix.","to be a surety, to pledge oneself",
2706,ܥܪܒ,ܥܪܰܒ,2409,327,Verb,"ܥܪܰܒ, ܥܪܶܒ 1 fut. ܢܶܥܪܰܒ, Ia to set (of sun); IIIa to make to set.",to set (of sun),
2707,ܟܘܠܢܝܐ,ܟܽܘܠܳܢܳܝܳܐ,11328,327,NounAdj,ܟܽܘܠܳܢܳܝܳܐ universal.,universal,
2708,ܢܦܘܩܘܬܐ,ܢܳܦܽܘܩܽܘܬܳܐ,11461,327,NounAdj,"ܢܳܦܽܘܩܽܘܬܳܐ going out, procession; ܢܳܦܽܘܩܽܘܬ ܡܶܠܬܳܐ eloquence.","going out, procession",
2709,ܩܘܦܐ,ܩܽܘܦܳܐ,13897,327,NounAdj,"ܩܽܘܦܳܐ pole (for carrying); bezel (of ring); ape, monkey.",monkey,
2710,ܦܛܪܝܪܟܝܐ,ܦܰܛܪܺܝܰܪܟܳܝܳܐ,12213,327,NounAdj,ܦܰܛܪܺܝܰܪܟܳܝܳܐ patriarchal.,patriarchal,
2711,ܠܚܘܕܝܐ,ܠܚܽܘܕܳܝܳܐ,14597,326,NounAdj,"ܠܚܽܘܕܳܝܳܐ only, alone, solitary, sole.","only, alone, solitary, sole",
2712,ܚܠܐ,ܚܳܠܳܐ,5038,326,NounAdj,ܚܳܠܳܐ maternal uncle,maternal uncle,
2713,ܦܪܝܣܬܐ,ܦܪܺܝܣܬܳܐ,2596,326,NounAdj,"ܦܪܺܝܣܬܳܐ wafer, (Eucharistic) Host.",wafer,
2714,ܥܡܝܠܐ,ܥܡܺܝܠܳܐ,12053,326,NounAdj,"ܥܡܺܝܠܳܐ toilsome, painful; suffering hardship.","toilsome, painful; suffering hardship",
2715,ܥܨܝܢܐ,ܥܶܨܝܳܢܳܐ,2390,326,NounAdj,"ܥܶܨܝܳܢܳܐ contentiousness; compulsion, coercion.","contentiousness; compulsion, coercion",
2716,ܩܦܣ,ܩܦܰܣ,2860,326,Verb,"ܩܦܰܣ fut. ܢܶܩܦܽܘܣ, Ia to shrink, contract; to draw back, restrain; to shorten; Ip; IIa; IIp to be suppressed; IIIa to abolish; to lay a mosaic floor.","to shrink, contract",
2717,ܡܘܥܝܬܐ,ܡܰܘܥܺܝܬܳܐ,9078,326,NounAdj,"ܡܰܘܥܺܝܬܳܐ germination, growth; plant; vegetation.","germination, growth; plant; vegetation",
2718,ܬܩܠܐ,ܬܩܳܠܳܐ,14371,326,NounAdj,ܬܩܳܠܳܐ weighing.,weighing,
2719,ܝܕܘܥܐ,ܝܰܕܽܘܥܳܐ,6331,324.6,NounAdj,ܝܰܕܽܘܥܳܐ wizard., wizard,
2720,ܝܡܝܢܝܐ,ܝܰܡܺܝܢܳܝܳܐ,13110,324,NounAdj,"ܝܰܡܺܝܢܳܝܳܐ on the right; favorable, approved, righteous.","on the right; favorable, approved, righteous",
2721,ܥܙܝܙܐܝܬ,ܥܰܙܺܝܙܳܐܺܝܬ,2293,324,Adverb_ܐܝܬ,"ܥܰܙܺܝܙܳܐܺܝܬ vehemently, intensely.","vehemently, intensely",
2722,ܥܘܠ,ܐܰܥܘܶܠ,2271,324,Verb,"ܥܘܠ* IIp ܐܶܬܥܰܘܰܠ to suffer wrong, injury; IIIa to commit wrong, injustice; to pervert.",to commit wrong; to pervert,
2723,ܛܪܦ,ܛܪܰܦ,1281,324,Verb,"ܛܪܰܦ fut. ܢܶܛܪܽܘܦ, Ia to buffet, hit, smite; IIa to buffet, treat roughly; to shake to and fro; to harass; to glance; IIp to be harassed, shaken, agitated; to be exhausted, worn out; to stagger; IIIa to shake violently; to harass; to wag (tail).","to buffet, hit, smite",
2724,ܐܣܬܝܪܐ,ܐܶܣܬܺܝܪܳܐ,11513,324,NounAdj,ܐܶܣܬܺܝܪܳܐ f. stater (coin or weight).,stater,
2725,ܥܒܕܬܐ,ܥܒܳܕܬܳܐ,13200,324,NounAdj,"ܥܒܳܕܬܳܐ household; affairs, goods, wealth.","household; affairs, goods, wealth",Materials
2726,ܩܪܝܬܐ,ܩܳܪܺܝܬܳܐ,2885,323.28,NounAdj,"ܩܳܪܺܝܬܳܐ beam, plank; weevil. ",beam; weevil,
2727,ܡܢܬܝܐ,ܡܢܳܬܳܝܳܐ,11541,323,NounAdj,"ܡܢܳܬܳܝܳܐ partial, particular, separate, private.","partial, particular, separate, private",
2728,ܡܟܣܐ,ܡܰܟܣܳܐ,1761,322.2,NounAdj,"ܡܰܟܣܳܐ tax, tribute, toll.",tax,Money
2729,ܡܣܪܩܘܬܐ,ܡܣܰܪܩܽܘܬܳܐ,14268,322,NounAdj,ܡܣܰܪܩܽܘܬܳܐ privation; voluntary renunciation.,privation; voluntary renunciation,
2730,ܕܪܘܫܐ,ܕܳܪܽܘܫܳܐ,764,322,NounAdj,"ܕܳܪܽܘܫܳܐ disputant, debater, controversialist.","disputant, debater, controversialist",
2731,ܒܥܕ,ܒܥܕ,428,322,Verb,"ܒܥܕ* IIIa ܐܰܒܥܰܕ to go far away; to send far away, remove.",to go far away,Movement
2732,ܥܫܘܩܝܐ,ܥܫܽܘܩܝܳܐ,9242,322,NounAdj,"ܥܫܽܘܩܝܳܐ calumny, misrepresentation, slander.","calumny, slander",
2733,ܥܘܩܒܪܐ,ܥܽܘܩܒܪܳܐ,5235,322,NounAdj,"ܥܽܘܩܒܪܳܐ, ܥܽܘܩܰܒܪܳܐ mouse.",mouse,
2734,ܡܫܟܢܐ,ܡܶܫܟܳܢܳܐ,6239,321.4,NounAdj,ܡܶܫܟܳܢܳܐ pledge.,pledge,
2735,ܫܦܝܪܐܝܬ,ܫܰܦܺܝܪܳܐܺܝܬ,13379,321,Adverb_ܐܝܬ,"ܫܰܦܺܝܪܳܐܺܝܬ finely, well.","finely, well",Liquids
2736,ܡܬܝܬܐ,ܡܶܬܺܝܬܳܐ,13289,321,NounAdj,ܡܶܬܺܝܬܳܐ (= ܡܶܐܬܺܝܬܳܐ) arrival.,arrival,
2737,ܠܘܚܝܐ,ܕܠܽܘܚܝܳܐ,711,320,NounAdj,"ܕܠܽܘܚܝܳܐ troubling, commotion, disorder.","troubling, commotion, disorder",
2738,ܥܣܝܪܝܐ,ܥܣܺܝܪܳܝܳܐ,13175,320,number,ܥܣܺܝܪܳܝܳܐ tenth.,tenth,
2739,ܟܝܠ,ܟܝܠ,1511,320,Verb,ܟܝܠ* IIIa ܐܰܟܺܝܠ to measure; IIIp.,to measure,
2740,ܟܕܒܘܬܐ,ܟܰܕܳܒܽܘܬܳܐ,1471,320,NounAdj,ܟܰܕܳܒܽܘܬܳܐ falsehood.,falsehood,
2741,ܩܛܥ,ܩܛܰܥ,2795,319,Verb,"ܩܛܰܥ fut. ܢܶܩܛܽܘܥ, Ia to tear, cut; to pause, cease; -ܩܶܛܥܰܬ ܠ‍‍ to be depressed, weary; IIa to mutilate; to amputate; IIp to be disheartened.","to tear, cut",
2742,ܒܝܩܬܐ,ܕܰܒܺܝܩܳܐ,644,318,NounAdj,ܕܰܒܺܝܩܳܐ adherent; contiguous.,adherent; contiguous,
2743,ܬܒܢܐ,ܬܶܒܢܳܐ,3349,318,NounAdj,"ܬܶܒܢܳܐ straw, hay.","straw, hay",
2744,ܦܪܚܐ,ܦܰܪܳܚܳܐ,9740,317.25,NounAdj,"ܦܰܪܳܚܳܐ prodigal, dissolute.","prodigal, dissolute",
2745,ܩܝܡܬܐ,ܩܳܝܶܡܬܳܐ,12445,317.13,NounAdj,"ܩܳܝܶܡܬܳܐ post, pillar; stature; stem, trunk; standing corn.","post, pillar; stature",
2746,ܡܪܡܝܬܐ,ܡܰܪܡܺܝܬܳܐ,13564,317,NounAdj,ܡܰܪܡܺܝܬܳܐ division of the Psalter.,division of the Psalter,
2747,ܬܘܪܥܬܐ,ܬܽܘܪܰܥܬܳܐ,5297,317,NounAdj,"ܬܽܘܪܰܥܬܳܐ breach; mountain pass; creek, channel; hole; ruin.",breach; mountain pass,Nature
2748,ܙܐܦܢܐ,ܙܺܐܦܳܢܳܐ,13509,317,NounAdj,"ܙܺܐܦܳܢܳܐ false, counterfeit.","false, counterfeit",
2749,ܗܘܦܪܟܐ,ܗܽܘܦܰܪܟܳܐ,11932,316,NounAdj,"ܗܽܘܦܰܪܟܳܐ prefect, governor.","prefect, governor",
2750,ܩܪܝܚܐܝܬ,ܩܪܺܝܚܳܐܺܝܬ,6067,316,Adverb_ܐܝܬ,"ܩܪܺܝܚܳܐܺܝܬ plainly, expressly.","plainly, expressly",
2751,ܣܘܠܘܓܝܣܡܘܣ,ܣܽܘܠܽܘܓܺܝܣܡܳܘܣ,12319,316,NounAdj,ܣܽܘܠܽܘܓܺܝܣܡܳܘܣ syllogism.,syllogism,
2752,ܨܪܝܐ,ܨܶܪܝܳܐ,12598,315,NounAdj,"ܨܶܪܝܳܐ m. (pl. ܨܪ̈ܰܘܳܬܳܐ f.) crack, rift; (torn) strip; sprain.",m,
2753,ܡܛܫܝܐܝܬ,ܡܛܰܫܝܳܐܺܝܬ,10327,315,Adverb_ܐܝܬ,"ܡܛܰܫܝܳܐܺܝܬ secretly, in a hidden way, clandestinely.","secretly, in a hidden way, clandestinely",
2754,ܫܒܫܬܐ,ܫܒܶܫܬܳܐ,6105,315,NounAdj,"ܫܒܶܫܬܳܐ twig, branch; vine shoot.","twig, branch; vine shoot",Nature
2755,ܠܝܬܐ,ܠܶܠܺܝܬܳܐ,12854,314.3,NounAdj,ܠܶܠܺܝܬܳܐ night specter; fairy.,night specter; fairy,Time
2756,ܒܪܩ,ܒܪܰܩ,485,314,Verb,"ܒܪܰܩ fut. ܢܶܒܪܽܘܩ, Ia to flash, shine; to be set on edge (of teeth); to be benumbed; IIIa to cause to shine out; IIIp to shine; to be dazzled.","to flash, shine",Light
2757,ܗܓܓܘܬܐ,ܗܰܓܳܓܽܘܬܳܐ,8361,314,NounAdj,"ܗܰܓܳܓܽܘܬܳܐ imagination; phantom, appearance; pomp.","imagination; phantom, appearance; pomp",
2758,ܡܫܡܠܝܢܐ,ܡܫܰܡܠܝܳܢܳܐ,5495,313,NounAdj,"ܡܫܰܡܠܝܳܢܳܐ perfecting, completing; fulfiller, perfecter, consecrator; Lit. the deacon holding the censer.","perfecting, completing; fulfiller, perfecter, consecrator; Lit. the deacon holding the censer",
2759,ܟܦܝܦܐ,ܟܦܺܝܦܳܐ,1565,312,NounAdj,"ܟܦܺܝܦܳܐ bent, crooked, curved; arched.","bent, crooked, curved; arched",
2760,ܝܘܪܩܐ,ܝܽܘܪܳܩܳܐ,1426,312,NounAdj,"ܝܽܘܪܳܩܳܐ vegetable, greens; green; pale, yellowish.","vegetable, greens",
2761,ܗܪܬܐ,ܗܶܪܬܳܐ,10156,312,NounAdj,"ܗܶܪܬܳܐ squabble, quarrel, controversy.","squabble, quarrel, controversy",
2762,ܚܪܥܘܬܐ,ܚܳܪܥܽܘܬܳܐ,1149,312,NounAdj,"ܚܳܪܥܽܘܬܳܐ cunning, craftiness; biliousness.","cunning, craftiness; biliousness",
2763,ܡܬܚܘܝܢܘܬܐ,ܡܶܬܚܰܘܝܳܢܽܘܬܳܐ,10167,312,NounAdj,"ܡܶܬܚܰܘܝܳܢܽܘܬܳܐ demonstration, manifestation, expression, appearance.","demonstration, manifestation, expression, appearance",
2764,ܪܒܝܬܐ,ܪܶܒܺܝܬܳܐ,2921,312,NounAdj,"ܪܶܒܺܝܬܳܐ interest, usury.","interest, usury",
2765,ܟܘܪܐ,ܟܽܘܪܐ,1497,310.7,NounAdj,"ܟܽܘܪܐ (pl. ܟܽܘܪ̈ܳܘܣ) f. country, district, land.",country,Places
2766,ܣܝܡܝܕܐ,ܣܝܳܡ ܐܺܝܕܳܐ,10221,310,NounAdj,ܣܝܳܡ ܐܺܝܕܳܐ ordination;,ordination,
2767,ܨܝܪܘܬܐ,ܨܰܝܪܽܘܬܳܐ,5543,310,NounAdj,"ܨܰܝܪܽܘܬܳܐ art of painting, engraving.","art of painting, engraving",
2768,ܢܨܝܚܘܬܐ,ܢܰܨܺܝܚܽܘܬܳܐ,11708,310,NounAdj,"ܢܰܨܺܝܚܽܘܬܳܐ brilliancy, splendor, excellence.","brilliancy, splendor, excellence",
2769,ܫܡܝ,ܫܰܡܺܝ,3552,310,Verb,"ܫܰܡܺܝ IIa to name, designate; IIp.","to name, designate",
2770,ܫܝܫܐ,ܫܺܝܫܳܐ,3189,310,NounAdj,ܫܺܝܫܳܐ marble.,marble,
2771,ܕܒܐ,ܕܶܒܳܐ,638,309,NounAdj,ܕܶܒܳܐ bear.,bear,Animals
2772,ܫܦܠܘܬܐ,ܫܰܦܠܽܘܬܳܐ,8885,309,NounAdj,"ܫܰܦܠܽܘܬܳܐ debility, feebleness; cowardice; lowliness.","debility, feebleness; cowardice; lowliness",
2773,ܡܪܒܝܢܐ,ܡܪܰܒܝܳܢܳܐ,2919,309,NounAdj,"ܡܪܰܒܝܳܢܳܐ m., ܡܪܰܒܝܳܢܺܝܬܳܐ f. one who brings up; foster-parent; causing growth; Kth. educator.",foster-parent; causing growth,
2774,ܡܛܘܠܐ,ܡܰܛܽܘܠܳܐ,12807,309,NounAdj,ܡܰܛܽܘܠܳܐ chant.,chant,
2775,ܦܠܛ,ܦܠܰܛ,15884,308.7,Verb,"ܦܠܰܛ 1 fut. ܢܶܦܠܰܛ & ܢܶܦܠܽܘܛ, Ia to escape; IIa to save, rescue; IIp to make an escape; IIIa to set free, to let loose.",to escape,
2776,ܝܬܒܐ,ܝܳܬܒܳܐ,3535,308.5,NounAdj,"ܝܳܬܒܳܐ inhabitant, dweller.","inhabitant, dweller",
2777,ܝܬܒܐ,ܝܰܬܒܳܐ,5140,308.5,NounAdj,"ܝܰܬܒܳܐ habitation, inhabited place; seat.","habitation, inhabited place",Places
2778,ܩܕܣܐ,ܩܰܕܣܳܐ,8171,308,NounAdj,ܩܰܕܣܳܐ cauldron; helmet.,cauldron; helmet,Warfare
2779,ܚܘܪܘܬܐ,ܚܶܘܳܪܽܘܬܳܐ,10114,308,NounAdj,ܚܶܘܳܪܽܘܬܳܐ whiteness.,whiteness,
2780,ܐܘܗ,ܐܽܘܗ,10250,308,Interjection,ܐܽܘܗ alas!; o!,alas,
2781,ܚܢܘܬܐ,ܚܳܢܽܘܬܳܐ,1088,307,NounAdj,"ܚܳܢܽܘܬܳܐ stall, booth, shop.","stall, booth, shop",
2782,ܟܘܚܕܐ,ܟܽܘܚܳܕܳܐ,12234,307,NounAdj,"ܟܽܘܚܳܕܳܐ modesty, reverence.","modesty, reverence",
2783,ܐܝܩܐ,ܐܺܝܩܺܐ,12805,307,Adverb,"ܐܺܝܩܺܐ, ܐܺܝܩܺܝ in vain, rashly.","in vain, rashly",
2784,ܬܒܝܪܐ,ܬܒܺܝܪܳܐ,3353,307,NounAdj,ܬܒܺܝܪܳܐ broken; at variance (with).,broken; at variance,
2785,ܡܟܬܒܐ,ܡܰܟܬܒܳܐ,12023,306,NounAdj,"ܡܰܟܬܒܳܐ writing, narrative; Kth. office.","writing, narrative; Kth. office",
2786,ܡܫܩܠܐ,ܡܰܫܩܠܳܐ,11777,306,NounAdj,"ܡܰܫܩܠܳܐ (pl. ܡܰܫ̈ܩܠܳܢܶܐ) honor; load; departure, journey; capture (of town).",honor; departure,
2787,ܡܬܓܫܡܢܘܬܐ,ܡܶܬܓܰܫܡܳܢܽܘܬܳܐ,12607,306,NounAdj,"ܡܶܬܓܰܫܡܳܢܽܘܬܳܐ bodily form, embodiment, incarnation.","bodily form, embodiment, incarnation",
2788,ܫܬܐܣܐ,ܫܰܬܶܐܣ,14770,306,Verb,"ܫܰܬܶܐܣ IVa to found, establish; IVp.","to found, establish",
